amoblado,amount_max_bs,amount_max_usd,bathroom,baulera,bedroom,dimension,elevator,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_type,id_type_offer,latitud,longitud,pool,price,status,year_built
0,40002059.0,5831204.0,7.0,0,9.0,423,0,1252,,8588,1145,7854,3,536833,1,1,-16.510656,-68.061501,0,198000,1,
0,40002059.0,5831204.0,4.0,0,3.0,190,0,1043,,7157,954,6545,2,537014,1,1,-16.530199,-68.051765,0,165000,2,2009.0
0,40002059.0,5831204.0,3.0,0,9.0,416,0,1826,,12525,1670,11454,0,536963,1,1,-16.497734,-68.090775,0,330000,2,
1,46605679.0,6793831.0,4.0,0,3.0,325,0,868,1064.26,5957,792,5430,2,310279,1,1,-16.507460000000002,-68.041359,0,140000,2,
0,40002059.0,5831204.0,6.0,0,4.0,375,0,2268,,15561,2074,14231,2,543660,1,1,-16.546511,-68.069405,0,410000,2,
0,40002059.0,5831204.0,15.0,0,13.0,1438,0,7746,,53135,7084,48593,8,537849,1,1,-16.544447,-68.065163,0,1400000,2,
0,40002059.0,5831204.0,6.0,0,4.0,345,0,1992,,13663,1821,12495,3,543669,1,1,-16.514828,-68.060257,0,360000,2,
0,40002059.0,5831204.0,6.0,0,3.0,300,0,2434,,16700,2226,15272,3,544180,1,1,-16.550678,-68.085625,0,440000,1,2010.0
0,40002059.0,5831204.0,6.0,0,4.0,775,0,4149,,28465,3795,26032,4,544801,1,1,-16.547335,-68.07154799999999,0,750000,2,2001.0
0,40002059.0,5831204.0,5.0,0,4.0,620,0,4924,6808.61,33779,4503,30891,5,465858,1,1,-16.537254,-68.072968,0,890000,2,
0,40002059.0,5831204.0,7.0,0,7.0,550,0,3596,4551.84,24670,3289,22561,4,435921,1,1,-16.543509,-68.06154599999999,0,650000,2,1992.0
0,40002059.0,5831204.0,5.0,0,4.0,500,0,3154,3979.47,21634,2884,19784,3,465843,1,1,-16.489689000000002,-68.119293,0,570000,2,
0,40002059.0,5831204.0,3.0,0,9.0,570,0,1992,,13663,1821,12495,5,543428,1,1,-16.514051000000002,-68.12796,0,360000,2,1990.0
0,40002059.0,5831204.0,3.0,0,3.0,308,0,1494,,10248,1366,9371,3,543546,1,1,-16.549068,-68.073402,0,270000,2,1999.0
0,40002059.0,5831204.0,5.0,0,4.0,400,0,6639,,45545,6072,41651,2,541891,1,1,-16.540976999999998,-68.085983,0,1200000,2,
0,40002059.0,5831204.0,4.0,0,4.0,185,0,1043,,7157,954,6545,1,539383,1,1,-16.601361999999998,-68.07060200000001,0,165000,1,2018.0
0,40002059.0,5831204.0,8.0,0,35.0,1500,0,7082,,48581,6476,44428,6,540828,1,1,-16.486256,-68.141586,0,1280000,2,
0,40002059.0,5831204.0,5.0,0,4.0,557,0,7303,,50099,6679,45816,3,544110,1,1,-16.541328,-68.08330500000001,0,1320000,2,1990.0
0,40002059.0,5831204.0,8.0,0,14.0,600,0,2545,,17459,2327,15966,1,544221,1,1,-16.512918,-68.140167,0,460000,2,2005.0
0,40002059.0,5831204.0,7.0,0,5.0,485,0,1533,,10513,1402,9614,2,540081,1,1,-16.548794,-68.072678,0,277000,2,
0,40002059.0,5831204.0,5.0,0,5.0,400,0,1494,,10248,1366,9371,3,537631,1,1,-16.523371,-68.07356300000001,0,270000,2,2015.0
0,40002059.0,5831204.0,4.0,0,5.0,240,0,1454,,9976,1330,9124,2,536303,1,1,-16.520874,-68.105103,0,230000,2,2000.0
0,40002059.0,5831204.0,3.0,0,3.0,270,0,1359,,9326,1243,8529,3,539928,1,1,-16.516417,-68.05875400000001,0,215000,1,2017.0
0,40002059.0,5831204.0,4.0,0,4.0,350,0,1920,,13170,1756,12044,4,534512,1,1,-16.517717,-68.083733,0,347000,2,
0,40002059.0,5831204.0,5.0,0,4.0,391,0,1518,,10410,1388,9520,2,535384,1,1,-16.541451000000002,-68.058144,0,240000,2,
0,40002059.0,5831204.0,2.0,0,4.0,238,0,1328,,9109,1214,8330,3,527067,1,1,-16.525211,-68.107231,0,210000,2,1984.0
0,40002059.0,5831204.0,4.0,0,3.0,285,0,1909,,13094,1746,11975,3,534533,1,1,-16.53096,-68.069786,0,345000,2,2005.0
0,40002059.0,5831204.0,4.0,0,3.0,380,0,1516,,10399,1386,9510,3,534372,1,1,-16.563084,-68.09684,0,274000,2,
0,40002059.0,5831204.0,5.0,0,3.0,310,0,1549,,10627,1417,9719,2,523817,1,1,-16.567923,-68.10141,0,280000,2,
0,40002059.0,5831204.0,5.0,0,4.0,370,0,1604,2006.6,11007,1467,10066,1,522618,1,1,-16.566319,-68.106049,0,290000,2,2007.0
0,40002059.0,5831204.0,5.0,0,4.0,385,0,1853,,12715,1695,11628,2,530534,1,1,-16.525783999999998,-68.087418,0,335000,2,2000.0
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1107,,7591,1012,6942,2,528791,1,1,-16.607189,-68.069458,0,175000,2,
0,40002059.0,5831204.0,4.0,0,4.0,300,0,1909,2408.63,13094,1746,11975,3,518532,1,1,-16.548094,-68.074226,0,345000,2,
0,40002059.0,5831204.0,7.0,0,4.0,604,0,4786,,32830,4377,30023,4,531757,1,1,-16.549946,-68.07412,0,865000,2,2013.0
0,40002059.0,5831204.0,5.0,0,6.0,368,0,1826,,12525,1670,11454,4,532862,1,1,-16.525633,-68.126923,0,330000,2,1997.0
0,40002059.0,5831204.0,5.0,0,6.0,365,0,1604,2024.64,11007,1467,10066,3,518837,1,1,-16.514671,-68.059669,0,290000,2,1993.0
0,40002059.0,5831204.0,,0,,0,0,3320,4188.91,22772,3036,20826,2,519527,1,1,-16.536472,-68.097267,0,600000,2,
0,40002059.0,5831204.0,5.0,0,5.0,290,0,2047,2583.16,14043,1872,12842,5,514403,1,1,-16.576521,-68.078659,0,370000,2,2006.0
0,40002059.0,5831204.0,6.0,0,5.0,760,0,3320,4188.91,22772,3036,20826,5,515362,1,1,-16.549126,-68.08414499999999,0,600000,2,2010.0
0,40002059.0,5831204.0,6.0,0,6.0,470,0,1743,2199.18,11955,1594,10933,3,513449,1,1,-16.521191,-68.081886,0,315000,2,
0,40002059.0,5831204.0,6.0,0,6.0,470,0,1743,2199.18,11955,1594,10933,3,514521,1,1,-16.521128,-68.081863,0,315000,2,
0,40002059.0,5831204.0,7.0,0,5.0,380,0,1815,2289.94,12449,1660,11385,4,517416,1,1,-16.56233,-68.100098,0,328000,2,
0,40002059.0,5831204.0,5.0,0,4.0,304,0,3043,3839.84,20875,2783,19090,2,517894,1,1,-16.527895,-68.08567,0,550000,1,1984.0
0,40002059.0,5831204.0,7.0,0,5.0,380,0,1815,2289.94,12449,1660,11385,4,517412,1,1,-16.56233,-68.100098,0,328000,2,
0,40002059.0,5831204.0,5.0,0,3.0,300,0,2434,3071.87,16700,2226,15272,2,517175,1,1,-16.549001999999998,-68.085922,0,440000,1,2011.0
0,40002059.0,5831204.0,,0,,570,0,4647,5864.48,31881,4250,29156,0,519529,1,1,-16.532557999999998,-68.099579,0,840000,2,
0,40002059.0,5831204.0,6.0,0,4.0,1400,0,2656,3141.68,18218,2429,16660,6,519250,1,1,-16.530298000000002,-68.05154399999999,0,480000,2,
0,40002059.0,5831204.0,6.0,0,4.0,1400,0,2656,3141.68,18218,2429,16660,6,519247,1,1,-16.530298000000002,-68.05154399999999,0,480000,2,
0,40002059.0,5831204.0,5.0,0,5.0,8746,0,5256,6632.45,36056,4807,32974,4,514291,1,1,-16.486481,-68.122314,0,950000,2,2008.0
0,40002059.0,5831204.0,5.0,0,4.0,421,0,3209,4049.28,22013,2935,20131,3,513456,1,1,-16.544249,-68.067841,0,580000,2,
0,40002059.0,5831204.0,3.0,0,3.0,188,0,1189,,8155,1087,7458,2,540569,1,1,-16.515472,-68.054611,0,188000,2,
0,40002059.0,5831204.0,3.0,0,3.0,150,0,1012,1117.04,6940,925,6347,2,519246,1,1,-16.503864,-68.076904,0,160000,2,
0,40002059.0,5831204.0,3.0,0,3.0,150,0,1012,1117.04,6940,925,6347,2,519245,1,1,-16.503864,-68.076904,0,160000,2,
0,40002059.0,5831204.0,3.0,0,3.0,188,0,1189,,8155,1087,7458,2,540568,1,1,-16.515472,-68.054611,0,188000,2,
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1536,1745.38,10540,1405,9639,4,514510,1,1,-16.521921,-68.061165,0,243000,2,
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1536,1745.38,10540,1405,9639,4,514509,1,1,-16.521334,-68.059662,0,243000,2,
0,40002059.0,5831204.0,6.0,0,6.0,470,0,1743,2199.18,11955,1594,10933,3,514522,1,1,-16.521128,-68.081863,0,315000,2,
0,40002059.0,5831204.0,5.0,0,4.0,29682,0,1826,2629.33,12525,1670,11454,4,514500,1,1,-16.521263,-68.061661,0,330000,2,
0,40002059.0,5831204.0,6.0,0,5.0,485,0,2429,3064.89,16662,2221,15237,4,514612,1,1,-16.511829000000002,-68.056412,0,439000,2,
0,40002059.0,5831204.0,5.0,0,4.0,548,0,2545,3211.5,17459,2327,15966,4,514707,1,1,-16.517159,-68.061378,0,460000,2,2010.0
0,40002059.0,5831204.0,2.0,0,6.0,200,0,1391,1535.93,9543,1272,8727,2,514850,1,1,-16.521445999999997,-68.108292,0,220000,2,1978.0
0,40002059.0,5831204.0,4.0,0,3.0,260,0,1947,2457.5,13360,1781,12218,3,515436,1,1,-16.534136,-68.074265,0,352000,2,1976.0
0,40002059.0,5831204.0,3.0,0,3.0,181,0,1687,2129.36,11576,1543,10586,2,515881,1,1,-16.521254000000003,-68.061813,0,305000,2,
0,46605679.0,6793831.0,4.0,0,3.0,300,0,744,837.78,5106,679,4655,2,513729,1,1,-16.544447,-68.074432,0,120000,2,
0,40002059.0,5831204.0,3.0,0,3.0,181,0,1687,2129.36,11576,1543,10586,2,515880,1,1,-16.519958,-68.060356,0,305000,2,
0,48463835.0,7064699.0,1.0,0,2.0,75,0,507,628.34,3478,459,3150,0,514663,1,1,-16.484789000000003,-68.092392,0,85000,1,2015.0
0,40002059.0,5831204.0,6.0,0,5.0,424,0,4149,5168.31,28465,3795,26032,3,519587,1,1,-16.551737,-68.066109,0,750000,2,
0,40002059.0,5831204.0,6.0,0,5.0,424,0,4149,5168.31,28465,3795,26032,3,519586,1,1,-16.551737,-68.066109,0,750000,2,
0,40002059.0,5831204.0,,0,,368,0,3043,3805.62,20875,2783,19090,2,520263,1,1,-16.527658,-68.069748,0,550000,2,
0,40002059.0,5831204.0,2.0,0,10.0,473,0,1353,1563.86,9282,1237,8489,1,518370,1,1,-16.493259,-68.159348,0,214000,2,1993.0
0,46605679.0,6793831.0,2.0,0,2.0,200,0,744,830.32,5106,679,4655,3,520381,1,1,-16.657347,-68.034798,0,120000,2,2000.0
0,48463835.0,7064699.0,1.0,0,3.0,120,0,537,628.34,3683,486,3335,3,515571,1,1,-16.550926,-68.161827,0,90000,2,
0,40002059.0,5831204.0,5.0,0,4.0,446,0,1909,2408.63,13094,1746,11975,3,519018,1,1,-16.520546,-68.103096,0,345000,2,
0,40002059.0,5831204.0,4.0,0,4.0,350,0,2102,2618.61,14422,1923,13189,2,519592,1,1,-16.614521,-68.067787,0,380000,2,
0,40002059.0,5831204.0,1.0,0,3.0,200,0,1265,,8675,1156,7934,0,532065,1,1,-16.51502,-68.131523,0,200000,2,1998.0
0,40002059.0,5831204.0,3.0,0,3.0,407,0,1743,,11955,1594,10933,2,532604,1,1,-16.55435,-68.08129100000001,0,315000,1,2016.0
0,40002059.0,5831204.0,7.0,0,5.0,311,0,1837,,12601,1680,11523,3,533921,1,1,-16.518064000000003,-68.06014300000001,0,332000,2,
0,40002059.0,5831204.0,5.0,0,3.0,250,0,1549,,10627,1417,9719,2,532994,1,1,-16.526332999999997,-68.06279,0,280000,1,2018.0
0,40002059.0,5831204.0,6.0,0,4.0,385,0,1638,,11234,1498,10274,3,533209,1,1,-16.516356,-68.061913,0,296000,2,2007.0
0,40002059.0,5831204.0,5.0,0,4.0,400,0,3541,4428.35,24290,3238,22214,3,519044,1,1,-16.548178,-68.087639,0,640000,2,2005.0
0,40002059.0,5831204.0,4.0,0,4.0,500,0,2490,3113.69,17079,2277,15619,5,521615,1,1,-16.513569,-68.052162,0,450000,2,2013.0
0,40002059.0,5831204.0,5.0,0,4.0,430,0,2600,,17838,2378,16313,3,533576,1,1,-16.519688000000002,-68.087944,0,470000,2,2003.0
0,40002059.0,5831204.0,5.0,0,3.0,300,0,2434,3044.49,16700,2226,15272,2,521102,1,1,-16.54711,-68.084724,0,440000,2,2010.0
0,40002059.0,5831204.0,5.0,0,3.0,290,0,1577,1972.0,10817,1442,9892,3,521228,1,1,-16.515877,-68.057846,0,285000,2,
0,40002059.0,5831204.0,6.0,0,10.0,434,0,1265,,8675,1156,7934,5,534265,1,1,-16.535917,-68.104675,0,200000,2,
0,40002059.0,5831204.0,4.0,0,3.0,371,0,1581,1729.83,10844,1446,9917,3,521331,1,1,-16.520326999999998,-68.058716,0,250000,1,
0,40002059.0,5831204.0,5.0,0,4.0,458,0,3873,,26568,3542,24296,2,525068,1,1,-16.528246,-68.102898,0,700000,2,
0,40002059.0,5831204.0,5.0,0,3.0,300,0,2434,3044.49,16700,2226,15272,2,521973,1,1,-16.548529000000002,-68.08626600000001,0,440000,2,2012.0
0,40002059.0,5831204.0,3.0,0,4.0,274,0,1577,1972.0,10817,1442,9892,2,522276,1,1,-16.562513,-68.099525,0,285000,1,2018.0
0,40002059.0,5831204.0,3.0,0,3.0,291,0,2346,2933.78,16092,2145,14717,4,522289,1,1,-16.534788,-68.076736,0,424000,2,
0,40002059.0,5831204.0,4.0,0,4.0,420,0,2484,,17041,2272,15584,2,523375,1,1,-16.526289000000002,-68.063675,0,449000,2,1990.0
0,40002059.0,5831204.0,6.0,0,4.0,519,0,4426,,30363,4048,27767,2,523704,1,1,-16.509783,-68.054062,0,800000,2,
0,40002059.0,5831204.0,7.0,0,4.0,600,0,8299,,56931,7589,52064,5,523354,1,1,-16.542417999999998,-68.087929,0,1500000,2,
0,40002059.0,5831204.0,4.0,0,4.0,400,0,1936,,13284,1771,12148,5,523362,1,1,-16.50466,-68.082024,0,350000,2,2005.0
0,40002059.0,5831204.0,4.0,0,3.0,220,0,999,,6853,914,6267,3,523004,1,1,-16.538385,-68.042877,0,158000,2,2005.0
0,40002059.0,5831204.0,4.0,0,4.0,400,0,1992,,13663,1821,12495,4,523372,1,1,-16.546265,-68.066666,0,360000,2,2000.0
0,40002059.0,5831204.0,4.0,0,3.0,298,0,948,,6506,867,5950,2,524031,1,1,-16.523066,-68.059143,0,150000,2,
0,40002059.0,5831204.0,3.0,0,4.0,560,0,7192,,49340,6578,45122,3,523386,1,1,-16.528067,-68.104027,0,1300000,2,1980.0
0,40002059.0,5831204.0,3.0,0,4.0,220,0,2296,,15751,2100,14404,1,527017,1,1,-16.543034,-68.086189,0,415000,1,1975.0
0,40002059.0,5831204.0,4.0,0,3.0,280,0,1438,,9868,1316,9024,1,524024,1,1,-16.586498000000002,-68.076141,0,260000,2,
0,40002059.0,5831204.0,5.0,0,4.0,385,0,2042,,14005,1867,12808,2,528645,1,1,-16.521849,-68.060928,0,369000,2,1990.0
0,40002059.0,5831204.0,5.0,0,10.0,800,0,2102,,14422,1923,13189,0,528514,1,1,-16.492552,-68.133087,0,380000,2,1920.0
0,40002059.0,5831204.0,4.0,0,3.0,280,0,1438,,9868,1316,9024,1,524023,1,1,-16.586498000000002,-68.076141,0,260000,2,
0,40002059.0,5831204.0,8.0,0,13.0,600,0,2711,,18597,2479,17008,1,528477,1,1,-16.513018,-68.14076999999999,0,490000,2,1995.0
0,40002059.0,5831204.0,6.0,0,5.0,380,0,1770,,12145,1619,11107,3,528566,1,1,-16.537891000000002,-68.043816,0,320000,1,2019.0
0,40002059.0,5831204.0,4.0,0,3.0,220,0,1107,,7591,1012,6942,2,528790,1,1,-16.607189,-68.069458,0,175000,2,
0,40002059.0,5831204.0,4.0,0,4.0,190,0,1138,,7808,1041,7140,2,530743,1,1,-16.576653,-68.12571,0,180000,2,
0,40002059.0,5831204.0,4.0,0,5.0,415,0,2102,,14422,1923,13189,3,530643,1,1,-16.522291,-68.057396,0,380000,2,2004.0
0,40002059.0,5831204.0,4.0,0,5.0,324,0,1632,,11196,1493,10239,2,528581,1,1,-16.529593,-68.099983,0,295000,2,2014.0
0,40002059.0,5831204.0,2.0,0,3.0,180,0,1170,,8025,1070,7339,3,530178,1,1,-16.52261,-68.059875,0,185000,1,
0,40002059.0,5831204.0,14.0,0,18.0,700,0,4426,,30363,4048,27767,1,530135,1,1,-16.511547,-68.128136,0,800000,1,1954.0
0,40002059.0,5831204.0,7.0,0,6.0,506,0,2086,,14309,1907,13085,3,530469,1,1,-16.526460999999998,-68.07463100000001,0,377000,2,1992.0
0,40002059.0,5831204.0,4.0,0,4.0,190,0,1138,,7808,1041,7140,2,530742,1,1,-16.576653,-68.12571,0,180000,2,
0,40002059.0,5831204.0,5.0,0,6.0,270,0,1511,,10367,1382,9481,3,530383,1,1,-16.569035,-68.118149,0,239000,1,2019.0
0,40002059.0,5831204.0,,0,4.0,350,0,1920,,13170,1756,12044,4,530963,1,1,-16.517838,-68.083603,0,347000,2,
0,40002059.0,5831204.0,3.0,0,3.0,217,0,1466,,10058,1341,9198,2,530647,1,1,-16.535631,-68.069572,0,265000,2,1999.0
0,40002059.0,5831204.0,4.0,0,6.0,300,0,1454,,9976,1330,9124,0,530932,1,1,-16.50618,-68.139709,0,230000,2,1995.0
0,40002059.0,5831204.0,6.0,0,6.0,354,0,1936,,13284,1771,12148,3,532239,1,1,-16.533255,-68.080299,0,350000,2,
0,40002059.0,5831204.0,5.0,0,4.0,460,0,1770,,12145,1619,11107,6,523979,1,1,-16.523577,-68.05259699999999,0,320000,2,2012.0
0,40002059.0,5831204.0,8.0,0,7.0,550,0,3541,,24290,3238,22214,2,531055,1,1,-16.509914000000002,-68.129486,0,639999,2,1990.0
0,40002059.0,5831204.0,5.0,0,5.0,380,0,1770,,12145,1619,11107,4,522504,1,1,-16.562739999999998,-68.099571,0,320000,2,2015.0
0,40002059.0,5831204.0,5.0,0,4.0,500,0,3043,,20875,2783,19090,2,524108,1,1,-16.512735,-68.057358,0,550000,2,1997.0
0,40002059.0,5831204.0,4.0,0,3.0,310,0,2324,,15941,2125,14578,3,524509,1,1,-16.535515,-68.075829,0,420000,2,1985.0
0,40002059.0,5831204.0,5.0,0,5.0,720,0,4902,,33627,4483,30752,5,524564,1,1,-16.523424,-68.108078,0,886000,2,1980.0
0,40002059.0,5831204.0,5.0,0,4.0,420,0,3043,,20875,2783,19090,1,527283,1,1,-16.516829,-68.064293,0,550000,2,
0,40002059.0,5831204.0,5.0,0,4.0,405,0,3154,,21634,2884,19784,3,524768,1,1,-16.55624,-68.112061,0,570000,2,
0,40002059.0,5831204.0,6.0,0,4.0,460,0,1770,,12145,1619,11107,8,526187,1,1,-16.523289000000002,-68.05438199999999,0,320000,2,2010.0
0,40002059.0,5831204.0,3.0,0,3.0,230,0,917,,6290,838,5752,1,523999,1,1,-16.544804,-68.046806,0,145000,1,2018.0
0,40002059.0,5831204.0,3.0,0,4.0,300,0,1936,,13284,1771,12148,3,527597,1,1,-16.560845999999998,-68.091507,0,350000,2,
0,40002059.0,5831204.0,7.0,0,6.0,408,0,1936,,13284,1771,12148,1,527208,1,1,-16.521027,-68.0821,0,350000,1,2018.0
0,40002059.0,5831204.0,5.0,0,5.0,420,0,1936,,13284,1771,12148,3,527155,1,1,-16.524481,-68.112289,0,350000,2,2010.0
0,40002059.0,5831204.0,3.0,0,3.0,187,0,1518,,10410,1388,9520,2,527885,1,1,-16.544007999999998,-68.054024,0,240000,2,
0,40002059.0,5831204.0,7.0,0,4.0,650,0,4924,,33779,4503,30891,5,527643,1,1,-16.556341,-68.09605400000001,0,890000,2,
0,40002059.0,5831204.0,4.0,0,3.0,300,0,1422,,9754,1300,8920,2,528154,1,1,-16.547216,-68.06343100000001,0,257000,1,
0,40002059.0,5831204.0,2.0,0,4.0,150,0,1107,,7591,1012,6942,1,527309,1,1,-16.455015,-68.149338,0,175000,2,2011.0
0,40002059.0,5831204.0,4.0,0,4.0,230,0,948,,6506,867,5950,2,527966,1,1,-16.544898999999997,-68.052948,0,150000,2,2015.0
0,40002059.0,5831204.0,3.0,0,3.0,305,0,1012,,6940,925,6347,2,527972,1,1,-16.502466000000002,-68.081032,0,160000,1,2014.0
0,40002059.0,5831204.0,5.0,0,4.0,339,0,1687,,11576,1543,10586,2,534681,1,1,-16.5411,-68.054459,0,305000,2,
0,40002059.0,5831204.0,3.0,0,9.0,199,0,2047,,14043,1872,12842,2,534701,1,1,-16.476418,-68.121239,0,370000,2,
0,40002059.0,5831204.0,4.0,0,3.0,300,0,2268,,15561,2074,14231,2,532300,1,1,-16.584648,-68.149078,0,410000,1,2017.0
0,40002059.0,5831204.0,7.0,0,6.0,452,0,3596,,24670,3289,22561,4,535178,1,1,-16.531303,-68.091599,0,650000,2,2002.0
0,40002059.0,5831204.0,3.0,0,3.0,565,0,1549,,10627,1417,9719,0,535711,1,1,-16.484811999999998,-68.14502,0,280000,2,
0,46605679.0,6793831.0,3.0,0,4.0,310,0,775,,5319,707,4849,1,535246,1,1,-16.537397,-68.04278599999999,0,125000,2,
0,40002059.0,5831204.0,4.0,0,4.0,270,0,1770,,12145,1619,11107,2,535390,1,1,-16.548105,-68.064255,0,320000,2,2017.0
0,40002059.0,5831204.0,6.0,0,5.0,290,0,1486,,10193,1359,9322,3,534859,1,1,-16.578794,-68.125633,0,235000,2,2014.0
0,46605679.0,6793831.0,4.0,0,3.0,216,0,806,,5531,735,5042,1,535386,1,1,-16.544928,-68.04911,0,130000,2,2012.0
0,40002059.0,5831204.0,2.0,0,5.0,138,0,1126,,7721,1029,7061,2,535574,1,1,-16.514194,-68.131546,0,178000,1,
0,40002059.0,5831204.0,2.0,0,3.0,160,0,1378,,9456,1261,8648,1,535511,1,1,-16.501972,-68.120941,0,218000,2,
0,40002059.0,5831204.0,5.0,0,4.0,350,0,2683,,18408,2454,16834,2,535607,1,1,-16.543217000000002,-68.087242,0,485000,2,1998.0
0,40002059.0,5831204.0,6.0,0,6.0,407,0,1581,,10844,1446,9917,4,535570,1,1,-16.511110000000002,-68.082832,0,250000,2,2008.0
0,40002059.0,5831204.0,4.0,0,5.0,333,0,1391,,9543,1272,8727,2,540031,1,1,-16.51738,-68.062973,0,220000,1,
0,40002059.0,5831204.0,4.0,0,3.0,300,0,1743,,11955,1594,10933,3,540389,1,1,-16.523107999999997,-68.059296,0,315000,2,
0,40002059.0,5831204.0,8.0,0,4.0,700,0,4592,,31502,4200,28809,4,535828,1,1,-16.561783,-68.092979,0,830000,2,2000.0
0,40002059.0,5831204.0,3.0,0,3.0,250,0,1770,,12145,1619,11107,2,540343,1,1,-16.525921,-68.08575400000001,0,320000,2,2013.0
0,40002059.0,5831204.0,4.0,0,3.0,226,0,1043,,7157,954,6545,3,535614,1,1,-16.578543,-68.125648,0,165000,2,2009.0
