amoblado,bathroom,baulera,bedroom,dimension_built,dimension_ground,garage,latitud,longitud,price,status,year_built,riesgo__alto,riesgo__bajo,riesgo__moderado,riesgo__muy bajo,neighborhood_encoded
0,3.0,0,4.0,307,185,1,-16.5425,-68.059853,170000.0,1,2010.0,0,0,1,0,2
0,4.0,0,5.0,495,290,5,-16.535917,-68.097298,375000.0,2,,0,1,0,0,19
0,3.0,0,4.0,309,1000,4,-16.509657,-68.07914,385000.0,2,,0,1,0,0,11
0,4.0,0,4.0,190,300,2,-16.546120000000002,-68.056549,220000.0,1,2011.0,1,0,0,0,32
0,4.0,0,4.0,264,170,2,-16.517941,-68.07995600000001,185000.0,2,,0,1,0,0,11
0,3.0,0,3.0,300,315,2,-16.529478,-68.07012900000001,315000.0,2,,1,0,0,0,5
0,7.0,0,5.0,468,220,2,-16.486856,-68.140495,360000.0,2,,0,1,0,0,27
0,4.0,0,4.0,495,756,2,-16.527773,-68.071114,780000.0,2,,1,0,0,0,5
0,6.0,0,6.0,620,1800,5,-16.547974,-68.08631899999999,1200000.0,2,,0,0,1,0,17
0,5.0,0,5.0,360,340,3,-16.519028,-68.06282,570000.0,2,,1,0,0,0,5
0,3.0,0,3.0,152,170,3,-16.546371,-68.053993,149000.0,2,,1,0,0,0,32
0,6.0,0,6.0,790,0,4,-16.488676,-68.123138,550000.0,2,,0,0,0,1,14
0,4.0,0,5.0,333,300,2,-16.520357,-68.06244699999999,220000.0,2,,1,0,0,0,5
0,3.0,0,3.0,247,280,1,-16.523664,-68.057068,390000.0,2,,1,0,0,0,5
0,6.0,0,5.0,485,300,2,-16.547972,-68.07251,277000.0,2,,0,1,0,0,16
0,5.0,0,3.0,375,315,2,-16.562597,-68.104309,285000.0,2,2018.0,1,0,0,0,21
0,3.0,0,5.0,315,300,2,-16.535010999999994,-68.101669,255000.0,1,2010.0,0,1,0,0,19
0,8.0,0,4.0,1000,3000,10,-16.548545999999998,-68.08845500000001,150000.0,2,,0,0,1,0,17
0,6.0,0,4.0,385,300,2,-16.523258,-68.08734100000001,349000.0,2,,0,0,1,0,4
0,4.0,0,3.0,291,350,4,-16.535774,-68.07624799999999,423000.0,2,,1,0,0,0,5
0,3.0,0,3.0,203,400,2,-16.591261,-68.073257,145000.0,1,,1,0,0,0,30
0,5.0,0,3.0,450,250,2,-16.516132,-68.064079,390000.0,2,,1,0,0,0,5
0,10.0,0,4.0,780,220,5,-16.49074,-68.123795,550000.0,1,2010.0,0,0,0,1,14
0,10.0,1,4.0,780,220,5,-16.489023,-68.123581,550000.0,2,,0,0,0,1,14
0,5.0,0,4.0,315,158,2,-16.524235,-68.05256700000001,225000.0,2,,1,0,0,0,5
0,5.0,0,5.0,380,560,5,-16.512428,-68.058136,439000.0,2,,1,0,0,0,5
0,5.0,0,5.0,324,188,2,-16.529636,-68.099571,295000.0,2,,0,1,0,0,18
0,6.0,0,5.0,450,300,2,-16.530098000000002,-68.064812,375000.0,2,2012.0,1,0,0,0,5
0,5.0,0,5.0,360,316,3,-16.517576000000002,-68.05592299999999,335000.0,2,,1,0,0,0,5
0,7.0,1,5.0,560,510,6,-16.541567,-68.054764,368000.0,2,,0,0,1,0,2
0,4.0,0,5.0,480,600,4,-16.543375,-68.08625,600000.0,2,,0,1,0,0,6
0,5.0,0,3.0,271,312,2,-16.539804,-68.057724,265000.0,2,,0,0,1,0,2
0,4.0,0,3.0,270,243,1,-16.523277,-68.05902900000001,238000.0,2,,1,0,0,0,5
0,4.0,0,3.0,270,243,1,-16.518414,-68.061035,238000.0,2,,1,0,0,0,5
0,4.0,0,5.0,320,600,2,-16.529293,-68.08644100000001,520000.0,2,1984.0,0,0,1,0,4
0,4.0,0,4.0,332,302,2,-16.522417,-68.05938,234000.0,2,,1,0,0,0,5
0,2.0,0,1.0,200,140,0,-16.492085999999997,-68.132462,143000.0,2,1930.0,0,1,0,0,27
0,4.0,0,4.0,332,302,2,-16.51931,-68.05748,234000.0,2,,1,0,0,0,5
0,6.0,0,5.0,451,572,3,-16.535805,-68.09818299999999,445000.0,1,1990.0,0,1,0,0,19
0,5.0,0,5.0,267,230,3,-16.569445,-68.117805,239000.0,1,2019.0,1,0,0,0,21
0,4.0,0,3.0,180,380,5,-16.567625,-68.09030200000001,355000.0,2,,1,0,0,0,30
0,4.0,0,3.0,500,720,3,-16.540976999999998,-68.085045,700000.0,2,,0,1,0,0,6
0,5.0,0,4.0,462,300,4,-16.520599,-68.061661,378000.0,1,2003.0,1,0,0,0,5
0,7.0,0,6.0,700,1241,10,-16.569592999999998,-68.11769100000001,590000.0,1,2019.0,1,0,0,0,21
0,2.0,0,3.0,120,260,5,-16.532131,-68.109138,92000.0,2,2015.0,0,1,0,0,19
0,5.0,0,7.0,600,151,2,-16.489658,-68.151726,260000.0,2,2000.0,0,0,1,0,33
0,5.0,0,4.0,410,210,2,-16.536814,-68.05345200000001,270000.0,2,,0,1,0,0,15
0,4.0,0,3.0,304,600,0,-16.528906,-68.08470200000001,500000.0,2,,0,0,1,0,4
0,5.0,0,4.0,421,450,3,-16.544249,-68.067841,580000.0,2,,0,0,1,0,2
0,3.0,0,3.0,188,170,2,-16.515472,-68.054611,188000.0,2,,1,0,0,0,5
0,6.0,0,6.0,470,300,3,-16.521191,-68.081886,315000.0,2,,0,1,0,0,11
0,4.0,0,3.0,220,200,4,-16.518841000000002,-68.06289699999999,243000.0,2,,1,0,0,0,5
0,4.0,0,5.0,536,650,4,-16.548656,-68.086311,595000.0,2,1985.0,0,0,1,0,17
0,5.0,0,3.0,250,0,2,-16.527801999999998,-68.065552,286000.0,1,2018.0,1,0,0,0,5
0,4.0,0,3.0,300,350,2,-16.544447,-68.074432,120000.0,2,,0,0,1,0,20
0,5.0,0,5.0,290,435,5,-16.576521,-68.078659,370000.0,2,2006.0,1,0,0,0,30
0,5.0,0,6.0,365,300,3,-16.514671,-68.059669,290000.0,2,1993.0,1,0,0,0,5
0,4.0,0,4.0,480,375,2,-16.535877,-68.07351700000001,350000.0,2,1980.0,1,0,0,0,5
0,3.0,0,3.0,150,304,2,-16.503864,-68.076904,160000.0,2,,0,0,1,0,4
0,6.0,0,5.0,485,519,4,-16.511829000000002,-68.056412,439000.0,2,,1,0,0,0,5
0,4.0,0,5.0,442,375,3,-16.521828,-68.08219100000001,290000.0,2,2000.0,0,1,0,0,11
0,1.0,0,2.0,75,300,0,-16.484789000000006,-68.092392,85000.0,1,2015.0,0,1,0,0,8
0,,0,,0,0,2,-16.536472,-68.097267,570000.0,2,,0,1,0,0,19
0,6.0,0,5.0,424,853,3,-16.551737,-68.066109,750000.0,2,,0,1,0,0,16
0,2.0,0,10.0,473,173,1,-16.493259,-68.159348,214000.0,2,1993.0,0,0,1,0,34
0,7.0,0,5.0,380,300,4,-16.56233,-68.100098,328000.0,2,,1,0,0,0,21
0,4.0,0,3.0,240,260,3,-16.510842999999998,-68.057373,188000.0,1,,1,0,0,0,5
0,3.0,0,3.0,181,285,2,-16.520676,-68.061317,305000.0,2,,1,0,0,0,5
0,3.0,0,3.0,181,285,2,-16.52103,-68.06079100000001,305000.0,2,,1,0,0,0,5
0,5.0,0,3.0,300,550,2,-16.549001999999998,-68.085922,440000.0,1,2011.0,0,0,1,0,17
0,,0,,570,900,0,-16.532557999999998,-68.099579,840000.0,2,,0,1,0,0,19
0,6.0,0,4.0,480,1000,5,-16.55986,-68.093781,850000.0,2,,0,0,1,0,3
0,10.0,0,7.0,800,1461,5,-16.542417999999998,-68.061134,920000.0,2,,0,0,1,0,2
0,4.0,0,5.0,370,370,2,-16.544107,-68.095566,355000.0,2,2000.0,0,1,0,0,19
0,3.0,0,3.0,350,889,2,-16.523733,-68.05941,565000.0,2,,1,0,0,0,5
0,4.0,0,4.0,352,328,5,-16.526888,-68.078255,280000.0,2,,0,1,0,0,1
0,3.0,0,3.0,300,350,4,-16.513248,-68.05998199999999,285000.0,2,,1,0,0,0,5
0,5.0,0,4.0,473,646,4,-16.511522,-68.055786,625000.0,2,2014.0,1,0,0,0,5
0,5.0,0,5.0,324,300,3,-16.519012,-68.082802,255000.0,2,,0,1,0,0,11
0,6.0,0,5.0,470,500,3,-16.504435,-68.08163499999999,395000.0,2,,0,0,1,0,4
0,4.0,0,5.0,500,544,2,-16.52886,-68.078461,260000.0,2,2000.0,0,1,0,0,1
1,3.0,0,4.0,440,500,2,-16.566183,-68.101295,358000.0,2,,1,0,0,0,21
0,5.0,0,3.0,780,600,4,-16.527569,-68.06308,780000.0,2,2014.0,1,0,0,0,5
1,3.0,0,4.0,500,1000,6,-16.542476999999998,-68.08644100000001,1700000.0,2,,0,1,0,0,6
0,4.0,0,4.0,382,325,2,-16.517353,-68.060379,305000.0,2,,1,0,0,0,5
0,4.0,0,4.0,0,0,1,-16.517385,-68.06081400000001,175000.0,1,2017.0,1,0,0,0,5
0,4.0,0,4.0,350,350,2,-16.51609,-68.063644,335000.0,2,,1,0,0,0,5
0,4.0,0,4.0,467,0,2,-16.514471,-68.062218,299000.0,2,,1,0,0,0,5
1,3.0,0,4.0,350,300,5,-16.512672,-68.085663,300000.0,2,2007.0,0,0,1,0,4
0,5.0,0,4.0,370,540,5,-16.566599,-68.09983100000001,430000.0,2,,1,0,0,0,21
0,4.0,0,4.0,500,1350,4,-16.547132,-68.087761,1200000.0,2,,0,0,1,0,17
0,6.0,0,6.0,384,260,8,-16.518383,-68.064346,495000.0,2,,1,0,0,0,5
0,6.0,0,4.0,600,380,2,-16.541916,-68.062653,490000.0,2,,0,0,1,0,2
0,4.0,0,3.0,365,0,2,-16.553434,-68.082024,370000.0,1,,0,0,1,0,17
0,3.0,0,3.0,205,300,4,-16.546633,-68.077934,280000.0,2,,0,1,0,0,16
0,3.0,0,4.0,215,250,3,-16.564138,-68.101501,248000.0,1,2018.0,1,0,0,0,21
0,4.0,0,5.0,500,307,4,-16.512856,-68.057213,360000.0,1,2017.0,1,0,0,0,5
0,5.0,0,5.0,430,300,3,-16.526348000000002,-68.062576,260000.0,1,2019.0,1,0,0,0,5
0,5.0,0,4.0,0,0,0,-16.513926,-68.05416899999999,300000.0,2,,1,0,0,0,5
0,7.0,0,5.0,375,400,4,-16.516829,-68.06210300000001,650000.0,2,,1,0,0,0,5
0,3.0,0,4.0,300,400,2,-16.516829,-68.06210300000001,390000.0,1,,1,0,0,0,5
0,5.0,0,5.0,480,600,5,-16.526491,-68.08749399999999,380000.0,2,,0,0,1,0,4
0,6.0,0,5.0,450,300,2,-16.516829,-68.06210300000001,375000.0,2,,1,0,0,0,5
0,4.0,0,4.0,415,556,3,-16.536093,-68.100082,590000.0,2,,0,1,0,0,19
0,5.0,0,4.0,347,450,3,-16.528907999999998,-68.068626,500000.0,2,,1,0,0,0,5
0,4.0,0,4.0,342,914,2,-16.594593,-68.07073199999999,194000.0,1,,1,0,0,0,30
0,4.0,0,4.0,350,450,2,-16.527079,-68.068398,530000.0,2,,1,0,0,0,5
0,6.0,0,7.0,700,654,6,-16.523079,-68.085709,440000.0,2,,0,0,1,0,4
0,4.0,0,4.0,0,479,2,-16.518597,-68.058304,380000.0,2,,1,0,0,0,5
0,5.0,0,6.0,440,300,3,-16.51429,-68.08744,460000.0,2,,0,0,1,0,4
0,4.0,0,4.0,540,860,4,-16.543663000000002,-68.08543399999999,1200000.0,2,,0,1,0,0,6
0,3.0,0,3.0,214,319,3,-16.516314,-68.06175999999999,210000.0,2,2010.0,1,0,0,0,5
0,7.0,0,5.0,420,0,4,-16.516829,-68.06210300000001,480000.0,2,,1,0,0,0,5
0,4.0,0,5.0,540,498,2,-16.516829,-68.06210300000001,370000.0,2,,1,0,0,0,5
0,4.0,0,4.0,510,560,3,-16.512159,-68.05783100000001,480000.0,2,,1,0,0,0,5
0,3.0,0,3.0,251,293,3,-16.543047,-68.05765500000001,280000.0,2,,0,0,1,0,2
0,4.0,0,3.0,0,250,2,-16.526127,-68.06352199999999,286000.0,1,2017.0,1,0,0,0,5
0,4.0,0,4.0,330,1292,10,-16.534155,-68.071815,550000.0,2,,1,0,0,0,5
0,3.0,0,3.0,363,500,4,-16.542048,-68.05570999999999,250000.0,1,,0,0,1,0,2
0,4.0,0,4.0,270,300,3,-16.513289999999998,-68.051529,220000.0,2,2014.0,1,0,0,0,5
0,3.0,0,3.0,220,310,3,-16.546539000000006,-68.095589,278000.0,2,1990.0,0,1,0,0,19
0,5.0,0,3.0,672,510,3,-16.547808,-68.071159,750000.0,2,,0,1,0,0,6
0,5.0,0,4.0,400,2400,6,-16.547026000000002,-68.088669,1800000.0,2,,0,0,1,0,17
0,5.0,0,4.0,650,500,5,-16.56184,-68.092636,640000.0,2,,0,0,1,0,3
0,4.0,0,4.0,317,304,3,-16.520485,-68.061142,399000.0,2,,1,0,0,0,5
1,4.0,0,3.0,227,0,2,-16.526332999999994,-68.051743,150000.0,1,2016.0,1,0,0,0,5
0,3.0,0,3.0,350,280,2,-16.525864000000002,-68.106071,290000.0,2,,0,1,0,0,18
0,3.0,0,3.0,310,317,3,-16.520863000000002,-68.06223299999999,259000.0,2,,1,0,0,0,5
0,5.0,0,5.0,420,220,2,-16.512779000000002,-68.053574,310000.0,2,2018.0,1,0,0,0,5
0,4.0,0,5.0,360,300,3,-16.51156,-68.130341,360000.0,2,,0,0,1,0,10
0,,0,,586,472,0,-16.513599,-68.122757,550000.0,2,,0,0,0,1,26
0,4.0,0,5.0,417,175,0,-16.494057,-68.123672,340000.0,2,,0,0,0,1,14
0,5.0,0,3.0,250,300,2,-16.526297,-68.065102,275000.0,1,,1,0,0,0,5
0,4.0,0,3.0,237,143,1,-16.51944,-68.058838,195000.0,2,,1,0,0,0,5
0,3.0,0,4.0,317,336,4,-16.53064,-68.071404,298000.0,2,,1,0,0,0,5
0,4.0,0,3.0,464,400,0,-16.549179000000002,-68.088295,450000.0,2,,0,0,1,0,17
0,4.0,0,4.0,354,300,0,-16.530369,-68.078506,370000.0,2,,0,1,0,0,1
0,8.0,0,8.0,840,700,8,-16.54863,-68.08624300000001,900000.0,2,,0,0,1,0,17
0,4.0,0,3.0,232,171,1,-16.523531,-68.057068,215000.0,2,,1,0,0,0,5
0,3.0,0,4.0,320,368,2,-16.540998000000002,-68.067314,349000.0,2,1998.0,0,0,1,0,2
0,4.0,0,3.0,370,316,2,-16.522934,-68.063156,198000.0,2,2001.0,1,0,0,0,5
0,3.0,0,3.0,180,300,2,-16.530399,-68.08710500000001,300000.0,2,1981.0,0,0,1,0,4
0,6.0,0,4.0,512,459,2,-16.520861,-68.05995899999999,560000.0,2,,1,0,0,0,5
0,3.0,0,3.0,190,308,1,-16.521841000000002,-68.05794499999999,169000.0,2,,1,0,0,0,5
0,4.0,0,5.0,329,715,5,-16.516829,-68.06210300000001,380000.0,2,,1,0,0,0,5
0,5.0,0,5.0,590,580,1,-16.547617000000002,-68.06813000000001,880000.0,2,,0,1,0,0,16
0,4.0,0,4.0,295,300,3,-16.53603,-68.077698,330000.0,2,,1,0,0,0,5
0,5.0,0,4.0,500,518,6,-16.511997,-68.055832,439000.0,2,,1,0,0,0,5
0,6.0,0,4.0,451,752,5,-16.530622,-68.091637,650000.0,2,,0,0,1,0,4
0,4.0,0,4.0,260,176,2,-16.516829,-68.06210300000001,280000.0,1,,1,0,0,0,5
0,3.0,0,4.0,451,480,3,-16.538839000000007,-68.079552,560000.0,2,1990.0,0,1,0,0,6
0,5.0,0,4.0,420,600,2,-16.489689000000002,-68.119293,420000.0,2,,0,0,0,1,14
0,3.0,0,3.0,260,330,2,-16.520557,-68.066078,248000.0,2,,1,0,0,0,5
0,3.0,0,4.0,160,250,1,-16.522369,-68.05544300000001,155000.0,2,,1,0,0,0,5
0,3.0,0,4.0,270,150,2,-16.50861,-68.083313,183000.0,2,2007.0,0,1,0,0,11
0,4.0,0,3.0,470,550,2,-16.489689000000002,-68.119293,500000.0,2,,0,0,0,1,14
0,5.0,0,5.0,410,601,4,-16.489689000000002,-68.119293,450000.0,2,,0,0,0,1,14
0,6.0,0,6.0,720,890,5,-16.53603,-68.077698,800000.0,2,,1,0,0,0,5
0,6.0,0,4.0,600,600,5,-16.522631,-68.048798,570000.0,2,2004.0,1,0,0,0,5
0,4.0,0,4.0,270,350,2,-16.519325,-68.062523,310000.0,2,,1,0,0,0,5
0,4.0,0,4.0,420,630,2,-16.506408999999998,-68.085144,450000.0,2,,0,0,1,0,4
0,5.0,0,5.0,430,300,3,-16.525263,-68.0616,260000.0,1,2019.0,1,0,0,0,5
0,2.0,0,3.0,215,645,1,-16.488657,-68.10011300000001,300000.0,2,1984.0,0,1,0,0,8
0,5.0,0,4.0,500,500,3,-16.522683999999998,-68.057991,555000.0,2,,1,0,0,0,5
0,5.0,0,4.0,475,520,3,-16.509399,-68.08551800000001,380000.0,2,,0,0,1,0,4
0,4.0,0,3.0,237,142,2,-16.521685,-68.05351999999999,195000.0,1,,1,0,0,0,5
0,4.0,0,3.0,232,171,2,-16.522589,-68.052231,215000.0,1,,1,0,0,0,5
0,5.0,0,4.0,400,650,3,-16.507076,-68.08335100000001,420000.0,2,,0,0,1,0,4
0,3.0,0,3.0,207,163,1,-16.525108,-68.05193299999999,189000.0,1,2018.0,1,0,0,0,5
0,5.0,0,4.0,500,500,3,-16.523836,-68.060608,555000.0,2,,1,0,0,0,5
0,5.0,0,4.0,296,298,3,-16.519228,-68.06489599999999,390000.0,2,2014.0,1,0,0,0,5
0,3.0,0,4.0,680,400,4,-16.543945,-68.084259,780000.0,2,,0,1,0,0,6
0,5.0,0,4.0,270,150,2,-16.519420999999998,-68.076736,183000.0,2,,0,1,0,0,11
0,6.0,0,5.0,450,300,2,-16.519045000000002,-68.060539,413000.0,1,2015.0,1,0,0,0,5
0,3.0,0,4.0,680,400,4,-16.544624,-68.084351,780000.0,2,,0,1,0,0,6
0,4.0,1,4.0,457,427,1,-16.522642,-68.062607,460000.0,2,,1,0,0,0,5
0,8.0,0,7.0,613,400,10,-16.536041,-68.07579799999999,800000.0,1,2017.0,1,0,0,0,5
0,4.0,0,3.0,467,480,4,-16.542818,-68.065536,470000.0,2,2014.0,0,0,1,0,2
0,4.0,0,4.0,420,620,3,-16.516154999999998,-68.06189,559000.0,2,,1,0,0,0,5
0,4.0,0,4.0,943,0,1,-16.522842,-68.108994,760000.0,2,,0,1,0,0,18
0,5.0,0,4.0,362,176,1,-16.558542000000006,-68.093262,290000.0,2,,0,0,1,0,3
0,8.0,0,12.0,0,910,8,-16.543055,-68.086182,1183000.0,2,,0,1,0,0,6
0,8.0,0,12.0,0,910,8,-16.541281,-68.087914,1183000.0,2,,0,1,0,0,6
0,4.0,0,4.0,943,0,1,-16.525251,-68.110901,760000.0,2,,0,1,0,0,18
0,6.0,0,7.0,340,603,4,-16.527731,-68.086525,498000.0,2,,0,0,1,0,4
